FST info: dumpfile ReLU_tb.vcd opened for output.
+-------------------------------------------------------------------------------+
|  TIME  |                IN                ||                OUT               |
+-------------------------------------------------------------------------------+
+-------------------------------------------------------------------------------+
|                               Test Case n* 1                                  |
+-------------------------------------------------------------------------------+
| 011770 | 10110110011111111001001001101100 || 00000000000000000000000000000000 |
| 011780 | 10110000100011010010110001100001 || 00000000000000000000000000000000 |
| 011790 | 10111000001011001101011001110000 || 00000000000000000000000000000000 |
| 011800 | 10010111111010001001001100101111 || 00000000000000000000000000000000 |
| 011810 | 10000111011011100001101100001110 || 00000000000000000000000000000000 |
| 011820 | 10100100110110110010011001001001 || 00000000000000000000000000000000 |
| 011830 | 11001001100011000000000110010011 || 00000000000000000000000000000000 |
| 011840 | 10000001010110111100001100000010 || 00000000000000000000000000000000 |
| 011850 | 10000010010101000111010000000100 || 00000000000000000000000000000000 |
| 011860 | 10011011000101101100001000110110 || 00000000000000000000000000000000 |
| 011870 | 10011010111000101110000000110101 || 00000000000000000000000000000000 |
| 011880 | 11101100001011000101111011011000 || 00000000000000000000000000000000 |
| 011890 | 10111101110011111101110001111011 || 00000000000000000000000000000000 |
| 011900 | 11101001010100001010100011010010 || 00000000000000000000000000000000 |
| 011910 | 10010101111101000110000000101011 || 00000000000000000000000000000000 |
| 011920 | 11011101100010001111100110111011 || 00000000000000000000000000000000 |
| 011930 | 11010011110011000111000110100111 || 00000000000000000000000000000000 |
| 011940 | 11101101001000101101111011011010 || 00000000000000000000000000000000 |
| 011950 | 10000111011001010101000100001110 || 00000000000000000000000000000000 |
| 011960 | 11100001111000001000101011000011 || 00000000000000000000000000000000 |
| 011970 | 11010001101000110011000110100011 || 00000000000000000000000000000000 |
| 011980 | 11011001101101101100100110110011 || 00000000000000000000000000000000 |
| 011990 | 11100111100010100110000011001111 || 00000000000000000000000000000000 |
| 012000 | 11001111110110000110100010011111 || 00000000000000000000000000000000 |
| 012010 | 11010101000101111111101010101010 || 00000000000000000000000000000000 |
| 012020 | 11010101001010110010111110101010 || 00000000000000000000000000000000 |
| 012030 | 10010011000101100001101000100110 || 00000000000000000000000000000000 |
| 012040 | 10000001101000100100100000000011 || 00000000000000000000000000000000 |
| 012050 | 11010100001101111000100110101000 || 00000000000000000000000000000000 |
| 012060 | 11001011010110100011011010010110 || 00000000000000000000000000000000 |
| 012070 | 10100001101001101110111001000011 || 00000000000000000000000000000000 |
| 012080 | 11011010101100100100000110110101 || 00000000000000000000000000000000 |
| 012090 | 11101110000101010111111011011100 || 00000000000000000000000000000000 |
| 012100 | 10111011111111110110010101110111 || 00000000000000000000000000000000 |
| 012110 | 11101000001101010010101111010000 || 00000000000000000000000000000000 |
| 012120 | 11001111110101001100011110011111 || 00000000000000000000000000000000 |
| 012130 | 10000010011010100101010100000100 || 00000000000000000000000000000000 |
| 012140 | 10101010001111011010000101010100 || 00000000000000000000000000000000 |
| 012150 | 10010101011000001111110100101010 || 00000000000000000000000000000000 |
| 012160 | 10000111101001001011001100001111 || 00000000000000000000000000000000 |
| 012170 | 10101110000100010110111001011100 || 00000000000000000000000000000000 |
| 012180 | 10110011100001010011000101100111 || 00000000000000000000000000000000 |
| 012190 | 10110101101000000111001101101011 || 00000000000000000000000000000000 |
| 012200 | 10001001011000010011100000010010 || 00000000000000000000000000000000 |
| 012210 | 10101010011001110000010101010100 || 00000000000000000000000000000000 |
| 012220 | 10110011110110011011101001100111 || 00000000000000000000000000000000 |
| 012230 | 11001101010011010111101010011010 || 00000000000000000000000000000000 |
| 012240 | 11010000001000111110111010100000 || 00000000000000000000000000000000 |
| 012250 | 11101101100001100011100111011011 || 00000000000000000000000000000000 |
| 012260 | 10111101011110000100001001111010 || 00000000000000000000000000000000 |
| 012270 | 10010110100100111110001000101101 || 00000000000000000000000000000000 |
| 012280 | 11111000011101101100101111110000 || 00000000000000000000000000000000 |
| 012290 | 11001001011001110000100010010010 || 00000000000000000000000000000000 |
| 012300 | 10001001110111010011000000010011 || 00000000000000000000000000000000 |
| 012310 | 11010001001111110101100010100010 || 00000000000000000000000000000000 |
| 012320 | 10011110010010100010001100111100 || 00000000000000000000000000000000 |
| 012330 | 10100111110111000100111101001111 || 00000000000000000000000000000000 |
| 012340 | 11101010001010100100100111010100 || 00000000000000000000000000000000 |
| 012350 | 11110010011010010110100111100100 || 00000000000000000000000000000000 |
| 012360 | 11100001010010101010111011000010 || 00000000000000000000000000000000 |
| 012370 | 11100001011100011100111011000010 || 00000000000000000000000000000000 |
| 012380 | 10011100111011001011010000111001 || 00000000000000000000000000000000 |
| 012390 | 11100010000001111000010011000100 || 00000000000000000000000000000000 |
| 012400 | 11100101100101111000001011001011 || 00000000000000000000000000000000 |
| 012410 | 10001101001010100010000100011010 || 00000000000000000000000000000000 |
| 012420 | 11001111010000101111011010011110 || 00000000000000000000000000000000 |
| 012430 | 11010100010110001111100010101000 || 00000000000000000000000000000000 |
| 012440 | 10000110110110000001010000001101 || 00000000000000000000000000000000 |
| 012450 | 10000111000111001100100000001110 || 00000000000000000000000000000000 |
| 012460 | 11101111011000101111010111011110 || 00000000000000000000000000000000 |
| 012470 | 10101101001101001111000101011010 || 00000000000000000000000000000000 |
| 012480 | 11010011101100100011101010100111 || 00000000000000000000000000000000 |
| 012490 | 11001011111101000001111110010111 || 00000000000000000000000000000000 |
| 012500 | 11010110011111111111100010101100 || 00000000000000000000000000000000 |
| 012510 | 10111011001110000111111001110110 || 00000000000000000000000000000000 |
| 012520 | 11000111101000000010101010001111 || 00000000000000000000000000000000 |
| 012530 | 10100111010010110110010101001110 || 00000000000000000000000000000000 |
| 012540 | 10110000000100001010010001100000 || 00000000000000000000000000000000 |
| 012550 | 11111000110101001000110011110001 || 00000000000000000000000000000000 |
| 012560 | 10011001001001100111101100110010 || 00000000000000000000000000000000 |
| 012570 | 10010010111011001011100000100101 || 00000000000000000000000000000000 |
| 012580 | 11100100011101001111111111001000 || 00000000000000000000000000000000 |
| 012590 | 11100001001110111110101111000010 || 00000000000000000000000000000000 |
| 012600 | 11010010011010100010001110100100 || 00000000000000000000000000000000 |
| 012610 | 10000100111011110001011000001001 || 00000000000000000000000000000000 |
| 012620 | 10101100111111000111000001011001 || 00000000000000000000000000000000 |
| 012630 | 11000111001100010100100010001110 || 00000000000000000000000000000000 |
| 012640 | 11001010001001100111011010010100 || 00000000000000000000000000000000 |
| 012650 | 11001010101101000101110110010101 || 00000000000000000000000000000000 |
| 012660 | 11010111010010111011110010101110 || 00000000000000000000000000000000 |
| 012670 | 11111011101101010011000011110111 || 00000000000000000000000000000000 |
| 012680 | 11110011000000110010110111100110 || 00000000000000000000000000000000 |
| 012690 | 11101110110001110100101011011101 || 00000000000000000000000000000000 |
| 012700 | 10011110001000110000101000111100 || 00000000000000000000000000000000 |
| 012710 | 11110010100101000001001011100101 || 00000000000000000000000000000000 |
| 012720 | 11010111010010100101101110101110 || 00000000000000000000000000000000 |
| 012730 | 10000111100110010111110100001111 || 00000000000000000000000000000000 |
| 012740 | 11011101100000111101111010111011 || 00000000000000000000000000000000 |
| 012750 | 11110010110101000011110011100101 || 00000000000000000000000000000000 |
| 012760 | 11110110111111100111100011101101 || 00000000000000000000000000000000 |
| 012770 | 10101101001000010111001001011010 || 00000000000000000000000000000000 |
| 012780 | 11001000001101110010000110010000 || 00000000000000000000000000000000 |
| 012790 | 11000001000000111101110110000010 || 00000000000000000000000000000000 |
| 012800 | 10011110010100000101100100111100 || 00000000000000000000000000000000 |
| 012810 | 10110011010110001000100001100110 || 00000000000000000000000000000000 |
| 012820 | 10100100101100110001011001001001 || 00000000000000000000000000000000 |
| 012830 | 10010001011001110000000000100010 || 00000000000000000000000000000000 |
| 012840 | 10101010011101010011010101010100 || 00000000000000000000000000000000 |
| 012850 | 10100111100110001111111001001111 || 00000000000000000000000000000000 |
| 012860 | 11110111011000010110010111101110 || 00000000000000000000000000000000 |
| 012870 | 11110000000001011001011011100000 || 00000000000000000000000000000000 |
| 012880 | 10010010110111001010000100100101 || 00000000000000000000000000000000 |
| 012890 | 11101110110110111111000011011101 || 00000000000000000000000000000000 |
| 012900 | 11100000010001010001010011000000 || 00000000000000000000000000000000 |
| 012910 | 10101100100110010110110001011001 || 00000000000000000000000000000000 |
| 012920 | 11101100110001101001001111011001 || 00000000000000000000000000000000 |
| 012930 | 11000010110101110101110010000101 || 00000000000000000000000000000000 |
| 012940 | 11010010000000001000100010100100 || 00000000000000000000000000000000 |
| 012950 | 10111000010111000011000001110000 || 00000000000000000000000000000000 |
| 012960 | 11111111001110010110001011111110 || 00000000000000000000000000000000 |
| 012970 | 10101011111111000010001001010111 || 00000000000000000000000000000000 |
| 012980 | 10101000001110111000011101010000 || 00000000000000000000000000000000 |
| 012990 | 11000011101101010110111110000111 || 00000000000000000000000000000000 |
| 013000 | 11011101010101111100001110111010 || 00000000000000000000000000000000 |
| 013010 | 11110110010100111111111111101100 || 00000000000000000000000000000000 |
| 013020 | 10000011011010010011011100000110 || 00000000000000000000000000000000 |
| 013030 | 11001001110010001001100010010011 || 00000000000000000000000000000000 |
| 013040 | 11011101000101101100110010111010 || 00000000000000000000000000000000 |
| 013050 | 11111111001111111001000011111110 || 00000000000000000000000000000000 |
| 013060 | 10101111111011100001111101011111 || 00000000000000000000000000000000 |
| 013070 | 10010111111000101111100100101111 || 00000000000000000000000000000000 |
| 013080 | 10100000010100111111010001000000 || 00000000000000000000000000000000 |
| 013090 | 10011010000101000101010100110100 || 00000000000000000000000000000000 |
| 013100 | 10111110101001100010010001111101 || 00000000000000000000000000000000 |
| 013110 | 10111110110010011100000001111101 || 00000000000000000000000000000000 |
| 013120 | 11000110010010110001000010001100 || 00000000000000000000000000000000 |
| 013130 | 10101001100110101010101001010011 || 00000000000000000000000000000000 |
| 013140 | 11010100110010101000110110101001 || 00000000000000000000000000000000 |
| 013150 | 10111011111001111111101101110111 || 00000000000000000000000000000000 |
| 013160 | 10111011011011000101011101110110 || 00000000000000000000000000000000 |
| 013170 | 11101100011010111100111011011000 || 00000000000000000000000000000000 |
| 013180 | 10011001001101111111111100110010 || 00000000000000000000000000000000 |
| 013190 | 10001000010111001001100000010000 || 00000000000000000000000000000000 |
| 013200 | 11111101100100100101111011111011 || 00000000000000000000000000000000 |
| 013210 | 11011010001011111101111110110100 || 00000000000000000000000000000000 |
| 013220 | 10000101000101001000000000001010 || 00000000000000000000000000000000 |
| 013230 | 10011011111010000110010100110111 || 00000000000000000000000000000000 |
| 013240 | 10001010100110000001101100010101 || 00000000000000000000000000000000 |
| 013250 | 11001111101110111101101110011111 || 00000000000000000000000000000000 |
| 013260 | 10111101110101010111011101111011 || 00000000000000000000000000000000 |
| 013270 | 11010001101111000000111110100011 || 00000000000000000000000000000000 |
| 013280 | 10001111010011101110010100011110 || 00000000000000000000000000000000 |
| 013290 | 10101000000011111010000001010000 || 00000000000000000000000000000000 |
| 013300 | 11111110101001011010100111111101 || 00000000000000000000000000000000 |
| 013310 | 11111101001001100010011011111010 || 00000000000000000000000000000000 |
| 013320 | 11001100110101000111000110011001 || 00000000000000000000000000000000 |
| 013330 | 11000000001100111110101110000000 || 00000000000000000000000000000000 |
| 013340 | 11110111001010110011110111101110 || 00000000000000000000000000000000 |
| 013350 | 11011100001000010001011010111000 || 00000000000000000000000000000000 |
| 013360 | 10001010010010001101010100010100 || 00000000000000000000000000000000 |
| 013370 | 11000011111110000101110010000111 || 00000000000000000000000000000000 |
| 013380 | 11100101101011011011100011001011 || 00000000000000000000000000000000 |
| 013390 | 11110101110000010010111011101011 || 00000000000000000000000000000000 |
| 013400 | 11001000111001001000100010010001 || 00000000000000000000000000000000 |
| 013410 | 10000001100100010110111100000011 || 00000000000000000000000000000000 |
| 013420 | 10010010100111000000000000100101 || 00000000000000000000000000000000 |
| 013430 | 11010010100000101001110010100101 || 00000000000000000000000000000000 |
| 013440 | 11010000011011100101111110100000 || 00000000000000000000000000000000 |
| 013450 | 11100010000101101000001111000100 || 00000000000000000000000000000000 |
| 013460 | 10110011011100100101110001100110 || 00000000000000000000000000000000 |
| 013470 | 11011100011101110110111010111000 || 00000000000000000000000000000000 |
| 013480 | 10001010000100011001000100010100 || 00000000000000000000000000000000 |
| 013490 | 10000100110111111101011000001001 || 00000000000000000000000000000000 |
| 013500 | 10011011000000000111000100110110 || 00000000000000000000000000000000 |
| 013510 | 10010101010101011001001000101010 || 00000000000000000000000000000000 |
| 013520 | 11111111100100111011001111111111 || 00000000000000000000000000000000 |
| 013530 | 11011011110001001000011010110111 || 00000000000000000000000000000000 |
| 013540 | 11111101000011110100010111111010 || 00000000000000000000000000000000 |
| 013550 | 10110000011001001101011001100000 || 00000000000000000000000000000000 |
| 013560 | 10110100111010101011101101101001 || 00000000000000000000000000000000 |
| 013570 | 10000110001110001001000100001100 || 00000000000000000000000000000000 |
| 013580 | 11101011011001110011111111010110 || 00000000000000000000000000000000 |
| 013590 | 11111110010011001110011111111100 || 00000000000000000000000000000000 |
| 013600 | 11110010001100110000000011100100 || 00000000000000000000000000000000 |
| 013610 | 10001001010010101101010100010010 || 00000000000000000000000000000000 |
| 013620 | 10010010001101100010010000100100 || 00000000000000000000000000000000 |
| 013630 | 11111000110000110101010111110001 || 00000000000000000000000000000000 |
| 013640 | 11110100000001010011011111101000 || 00000000000000000000000000000000 |
| 013650 | 11100010100000110001000011000101 || 00000000000000000000000000000000 |
| 013660 | 10011001110101010001101100110011 || 00000000000000000000000000000000 |
| 013670 | 10011100000110011000110000111000 || 00000000000000000000000000000000 |
| 013680 | 11011000001011000111011110110000 || 00000000000000000000000000000000 |
| 013690 | 11010011100111111101111110100111 || 00000000000000000000000000000000 |
| 013700 | 11110011111011101010100111100111 || 00000000000000000000000000000000 |
| 013710 | 10011100101010101101101100111001 || 00000000000000000000000000000000 |
| 013720 | 11111100101111000011010011111001 || 00000000000000000000000000000000 |
| 013730 | 10100101001101001100000101001010 || 00000000000000000000000000000000 |
| 013740 | 10111010000001001011010001110100 || 00000000000000000000000000000000 |
| 013750 | 11100110001010100111000011001100 || 00000000000000000000000000000000 |
| 013760 | 11100111100001100100011111001111 || 00000000000000000000000000000000 |
| 013770 | 11111110001010000001010111111100 || 00000000000000000000000000000000 |
| 013780 | 10100011010101101000001001000110 || 00000000000000000000000000000000 |
| 013790 | 10110010110100010101100101100101 || 00000000000000000000000000000000 |
| 013800 | 10101011111100001110001101010111 || 00000000000000000000000000000000 |
| 013810 | 11001110000100010001011110011100 || 00000000000000000000000000000000 |
| 013820 | 11111000001001101011101011110000 || 00000000000000000000000000000000 |
| 013830 | 11101000011011001000010011010000 || 00000000000000000000000000000000 |
| 013840 | 10100101001011001010000001001010 || 00000000000000000000000000000000 |
| 013850 | 10101000011101011110011001010000 || 00000000000000000000000000000000 |
| 013860 | 11001000011000010110001010010000 || 00000000000000000000000000000000 |
| 013870 | 11001001010010101011111110010010 || 00000000000000000000000000000000 |
| 013880 | 10111010110010100111001101110101 || 00000000000000000000000000000000 |
| 013890 | 11001110111010011000000010011101 || 00000000000000000000000000000000 |
| 013900 | 10001011101000011101111100010111 || 00000000000000000000000000000000 |
| 013910 | 11100111000010101011011111001110 || 00000000000000000000000000000000 |
| 013920 | 11000101101100011011001110001011 || 00000000000000000000000000000000 |
| 013930 | 10001000000010011100001000010000 || 00000000000000000000000000000000 |
| 013940 | 10110000100110001111011101100001 || 00000000000000000000000000000000 |
| 013950 | 10100101010010001111110001001010 || 00000000000000000000000000000000 |
| 013960 | 10001011011101100001010100010110 || 00000000000000000000000000000000 |
| 013970 | 11000001010111010110110010000010 || 00000000000000000000000000000000 |
| 013980 | 10000001110100101101000000000011 || 00000000000000000000000000000000 |
| 013990 | 11111010001011011111101011110100 || 00000000000000000000000000000000 |
| 014000 | 10100110000011011011000001001100 || 00000000000000000000000000000000 |
| 014010 | 11011010000100100001101110110100 || 00000000000000000000000000000000 |
| 014020 | 10100101110111001111000101001011 || 00000000000000000000000000000000 |
| 014030 | 11111010110111000000000011110101 || 00000000000000000000000000000000 |
| 014040 | 10001101111001101111100100011011 || 00000000000000000000000000000000 |
| 014050 | 11010100100110100100110010101001 || 00000000000000000000000000000000 |
| 014060 | 11100000110011000011111111000001 || 00000000000000000000000000000000 |
| 014070 | 10100001101111010011110001000011 || 00000000000000000000000000000000 |
| 014080 | 11011100010111101100011010111000 || 00000000000000000000000000000000 |
| 014090 | 10001101001010110101111000011010 || 00000000000000000000000000000000 |
| 014100 | 10011101001000110000000100111010 || 00000000000000000000000000000000 |
| 014110 | 10011100101100011011110000111001 || 00000000000000000000000000000000 |
| 014120 | 10111100100101100100110101111001 || 00000000000000000000000000000000 |
| 014130 | 11110011000110111000111111100110 || 00000000000000000000000000000000 |
| 014140 | 10100010000101101101110001000100 || 00000000000000000000000000000000 |
| 014150 | 11010001000111010110111010100010 || 00000000000000000000000000000000 |
| 014160 | 11100000101010010010010111000001 || 00000000000000000000000000000000 |
| 014170 | 10100011000111111111110101000110 || 00000000000000000000000000000000 |
| 014180 | 10111101001101101101011101111010 || 00000000000000000000000000000000 |
| 014190 | 10100011110101100010000001000111 || 00000000000000000000000000000000 |
| 014200 | 10110001010000110100010001100010 || 00000000000000000000000000000000 |
| 014210 | 10100000011010101010011001000000 || 00000000000000000000000000000000 |
| 014220 | 10000101011100010101011000001010 || 00000000000000000000000000000000 |
| 014230 | 11110010111100010111111111100101 || 00000000000000000000000000000000 |
| 014240 | 11001101100101101111111010011011 || 00000000000000000000000000000000 |
| 014250 | 11001010101010000110100010010101 || 00000000000000000000000000000000 |
| 014260 | 10111101011110100010000101111010 || 00000000000000000000000000000000 |
| 014270 | 10001111011100110001101100011110 || 00000000000000000000000000000000 |
| 014280 | 11010001101100110000101110100011 || 00000000000000000000000000000000 |
| 014290 | 10001110110111110000000000011101 || 00000000000000000000000000000000 |
| 014300 | 10111011100100000101111001110111 || 00000000000000000000000000000000 |
| 014310 | 11100100110110100110000011001001 || 00000000000000000000000000000000 |
| 014320 | 10111001001110001000000101110010 || 00000000000000000000000000000000 |
| 014330 | 10110001001010110000111001100010 || 00000000000000000000000000000000 |
| 014340 | 10011100101001001001001000111001 || 00000000000000000000000000000000 |
| 014350 | 11011100100100001001110110111001 || 00000000000000000000000000000000 |
| 014360 | 10010100011100001101010100101000 || 00000000000000000000000000000000 |
| 014370 | 11101101010111100000111011011010 || 00000000000000000000000000000000 |
| 014380 | 11101000110111101010001111010001 || 00000000000000000000000000000000 |
| 014390 | 11101011001101110000000011010110 || 00000000000000000000000000000000 |
| 014400 | 10100101110000111101110101001011 || 00000000000000000000000000000000 |
| 014410 | 10001100011111000110000000011000 || 00000000000000000000000000000000 |
| 014420 | 10101111100000111101100001011111 || 00000000000000000000000000000000 |
| 014430 | 10010101110101001001011100101011 || 00000000000000000000000000000000 |
| 014440 | 11011101100011011101000010111011 || 00000000000000000000000000000000 |
| 014450 | 11101101000110110100000011011010 || 00000000000000000000000000000000 |
| 014460 | 10000000001111001101011000000000 || 00000000000000000000000000000000 |
| 014470 | 10011100111001000101000000111001 || 00000000000000000000000000000000 |
| 014480 | 10001010010101010100001000010100 || 00000000000000000000000000000000 |
| 014490 | 11011100100111101100110110111001 || 00000000000000000000000000000000 |
| 014500 | 10000111101110111010001100001111 || 00000000000000000000000000000000 |
| 014510 | 11011011010000101111100110110110 || 00000000000000000000000000000000 |
| 014520 | 11110011011000010010110011100110 || 00000000000000000000000000000000 |
| 014530 | 11111111010110000000010111111110 || 00000000000000000000000000000000 |
| 014540 | 11110101110000011010011011101011 || 00000000000000000000000000000000 |
| 014550 | 11000110111111010011111110001101 || 00000000000000000000000000000000 |
| 014560 | 11110011101011101110001011100111 || 00000000000000000000000000000000 |
| 014570 | 11100101100000101100010111001011 || 00000000000000000000000000000000 |
| 014580 | 10110010100001011010010001100101 || 00000000000000000000000000000000 |
| 014590 | 11100001111111011011001011000011 || 00000000000000000000000000000000 |
| 014600 | 10001011010010000001101000010110 || 00000000000000000000000000000000 |
| 014610 | 11001011001000111100110110010110 || 00000000000000000000000000000000 |
| 014620 | 11001001011110011100010010010010 || 00000000000000000000000000000000 |
| 014630 | 11001000100110101011111010010001 || 00000000000000000000000000000000 |
| 014640 | 10111100111110001110101001111001 || 00000000000000000000000000000000 |
| 014650 | 11100000110001101011100111000001 || 00000000000000000000000000000000 |
| 014660 | 11001111011100011000101110011110 || 00000000000000000000000000000000 |
| 014670 | 11101100000001001011001011011000 || 00000000000000000000000000000000 |
| 014680 | 11101110011001011100100111011100 || 00000000000000000000000000000000 |
| 014690 | 11011011000111000000100110110110 || 00000000000000000000000000000000 |
| 014700 | 11101010001001111101111111010100 || 00000000000000000000000000000000 |
| 014710 | 11100110100100111011110011001101 || 00000000000000000000000000000000 |
| 014720 | 11100000100000011000110011000001 || 00000000000000000000000000000000 |
| 014730 | 11100111011101110001100111001110 || 00000000000000000000000000000000 |
| 014740 | 11111111001001010000011111111110 || 00000000000000000000000000000000 |
| 014750 | 10110111111101011110101001101111 || 00000000000000000000000000000000 |
| 014760 | 10110110011000110110101001101100 || 00000000000000000000000000000000 |
| 014770 | 10000011001011000010100000000110 || 00000000000000000000000000000000 |
| 014780 | 11110000000001001010100011100000 || 00000000000000000000000000000000 |
| 014790 | 10010111001111010010101000101110 || 00000000000000000000000000000000 |
| 014800 | 11100000011111001111100011000000 || 00000000000000000000000000000000 |
| 014810 | 10010011110011100101010000100111 || 00000000000000000000000000000000 |
| 014820 | 10101010000110111100100001010100 || 00000000000000000000000000000000 |
| 014830 | 11101000110011010100101011010001 || 00000000000000000000000000000000 |
| 014840 | 10100010001100000010110001000100 || 00000000000000000000000000000000 |
| 014850 | 11111110010011011001101111111100 || 00000000000000000000000000000000 |
| 014860 | 10101111011111101100111001011110 || 00000000000000000000000000000000 |
| 014870 | 11000110001010011111011110001100 || 00000000000000000000000000000000 |
| 014880 | 11000111110001010101110110001111 || 00000000000000000000000000000000 |
| 014890 | 11011010111101001101101110110101 || 00000000000000000000000000000000 |
| 014900 | 10011111011001110111111100111110 || 00000000000000000000000000000000 |
| 014910 | 11100101101001001100000111001011 || 00000000000000000000000000000000 |
| 014920 | 10000010110000010100000000000101 || 00000000000000000000000000000000 |
| 014930 | 11000100010001111101000110001000 || 00000000000000000000000000000000 |
| 014940 | 10100011111110110000000101000111 || 00000000000000000000000000000000 |
| 014950 | 10001111111010110001010000011111 || 00000000000000000000000000000000 |
| 014960 | 11000010100110101110101110000101 || 00000000000000000000000000000000 |
| 014970 | 10011110110000010001110100111101 || 00000000000000000000000000000000 |
| 014980 | 10001011011011111101101100010110 || 00000000000000000000000000000000 |
| 014990 | 10110001011101000011111101100010 || 00000000000000000000000000000000 |
| 015000 | 10111111110100011101010101111111 || 00000000000000000000000000000000 |
| 015010 | 10010111011100000011101100101110 || 00000000000000000000000000000000 |
| 015020 | 10110010100100111111001101100101 || 00000000000000000000000000000000 |
| 015030 | 11110101110011110111000011101011 || 00000000000000000000000000000000 |
| 015040 | 11001111011000111101001110011110 || 00000000000000000000000000000000 |
| 015050 | 11110111011101111000101011101110 || 00000000000000000000000000000000 |
| 015060 | 11000110101100101000110110001101 || 00000000000000000000000000000000 |
| 015070 | 10111010110100011011010101110101 || 00000000000000000000000000000000 |
| 015080 | 11110100101000110001110011101001 || 00000000000000000000000000000000 |
| 015090 | 11001010011010100100100110010100 || 00000000000000000000000000000000 |
| 015100 | 11000100110110100101000110001001 || 00000000000000000000000000000000 |
| 015110 | 10001001101000111111110000010011 || 00000000000000000000000000000000 |
| 015120 | 10000111011011000100010100001110 || 00000000000000000000000000000000 |
| 015130 | 10110101100010101001010001101011 || 00000000000000000000000000000000 |
| 015140 | 11111100100000110100010111111001 || 00000000000000000000000000000000 |
| 015150 | 10100011101100010001001101000111 || 00000000000000000000000000000000 |
| 015160 | 10100100101111000100010001001001 || 00000000000000000000000000000000 |
| 015170 | 10111101111001110110100101111011 || 00000000000000000000000000000000 |
| 015180 | 10111011100101001100110101110111 || 00000000000000000000000000000000 |
| 015190 | 10010001011100111010011100100010 || 00000000000000000000000000000000 |
| 015200 | 11111111101001100111000011111111 || 00000000000000000000000000000000 |
| 015210 | 10011011010110101010100000110110 || 00000000000000000000000000000000 |
| 015220 | 10101001110010111011001001010011 || 00000000000000000000000000000000 |
| 015230 | 10000001001001000100100000000010 || 00000000000000000000000000000000 |
| 015240 | 10001000101010100111111000010001 || 00000000000000000000000000000000 |
| 015250 | 10010110011001110000111000101100 || 00000000000000000000000000000000 |
| 015260 | 10111001100000000001011101110011 || 00000000000000000000000000000000 |
| 015270 | 10100011010001110110001001000110 || 00000000000000000000000000000000 |
| 015280 | 11000001011010101000010010000010 || 00000000000000000000000000000000 |
| 015290 | 11001110111101100011100010011101 || 00000000000000000000000000000000 |
| 015300 | 11110011110010111000010011100111 || 00000000000000000000000000000000 |
| 015310 | 10010011000110110100010000100110 || 00000000000000000000000000000000 |
| 015320 | 11110010110000001111100111100101 || 00000000000000000000000000000000 |
| 015330 | 10101001111101101010011001010011 || 00000000000000000000000000000000 |
| 015340 | 11000110000011101101111010001100 || 00000000000000000000000000000000 |
| 015350 | 10111000111001100001110001110001 || 00000000000000000000000000000000 |
| 015360 | 11011011001101101011001110110110 || 00000000000000000000000000000000 |
| 015370 | 10000011110110011011010000000111 || 00000000000000000000000000000000 |
| 015380 | 11010110110110000110110010101101 || 00000000000000000000000000000000 |
| 015390 | 11110100001000111111100011101000 || 00000000000000000000000000000000 |
| 015400 | 11001011110110001110011010010111 || 00000000000000000000000000000000 |
| 015410 | 10100101111100011010000101001011 || 00000000000000000000000000000000 |
| 015420 | 11001000001010011101001110010000 || 00000000000000000000000000000000 |
| 015430 | 10111011100101001100011001110111 || 00000000000000000000000000000000 |
| 015440 | 10001001011011110010101000010010 || 00000000000000000000000000000000 |
| 015450 | 11011100101011111000101110111001 || 00000000000000000000000000000000 |
| 015460 | 10101101000111100001100101011010 || 00000000000000000000000000000000 |
| 015470 | 11000001001010100101001110000010 || 00000000000000000000000000000000 |
| 015480 | 10101000000100010111010001010000 || 00000000000000000000000000000000 |
| 015490 | 11101100110000010111000011011001 || 00000000000000000000000000000000 |
| 015500 | 11011000111011111010010110110001 || 00000000000000000000000000000000 |
| 015510 | 10000111110101100100111100001111 || 00000000000000000000000000000000 |
| 015520 | 11110111000111100001101111101110 || 00000000000000000000000000000000 |
| 015530 | 10000101000100000010111000001010 || 00000000000000000000000000000000 |
| 015540 | 10001101010111100011110000011010 || 00000000000000000000000000000000 |
| 015550 | 10111001001110000100011001110010 || 00000000000000000000000000000000 |
| 015560 | 11110011100011111101010011100111 || 00000000000000000000000000000000 |
| 015570 | 10101011100111011000001001010111 || 00000000000000000000000000000000 |
| 015580 | 11101110011101010000010111011100 || 00000000000000000000000000000000 |
| 015590 | 11101001001010111010100011010010 || 00000000000000000000000000000000 |
| 015600 | 10010110101100111011011000101101 || 00000000000000000000000000000000 |
| 015610 | 10000011010000100000110000000110 || 00000000000000000000000000000000 |
| 015620 | 10000001101100001000010100000011 || 00000000000000000000000000000000 |
| 015630 | 11010101001101011100000110101010 || 00000000000000000000000000000000 |
| 015640 | 10110111001111110011010101101110 || 00000000000000000000000000000000 |
| 015650 | 10101000010010110100100001010000 || 00000000000000000000000000000000 |
| 015660 | 11011110100001001010001010111101 || 00000000000000000000000000000000 |
| 015670 | 10001101110100111100000000011011 || 00000000000000000000000000000000 |
| 015680 | 10010010110001100010101000100101 || 00000000000000000000000000000000 |
| 015690 | 11000001111110011001010110000011 || 00000000000000000000000000000000 |
| 015700 | 10010110010000101010001100101100 || 00000000000000000000000000000000 |
| 015710 | 11010111101010001011001110101111 || 00000000000000000000000000000000 |
| 015720 | 11110101100100001100100011101011 || 00000000000000000000000000000000 |
